,copyright,num_results,results,status
64,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-07T11:52:22.25Z', 'recurring_start_date': '2016-09-06T04:00:00.249Z', 'date_time_description': 'through October 16', 'recurring_end_date': '2016-10-16T04:00:00.289Z', 'event_detail_url': 'http://nytimes.com/events/theater/off-broadway/a-taste-of-honey-32767.html', 'event_id': 32767, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'category': 'Theater', 'subcategory': 'Off Broadway', 'previews_and_openings': True, 'festival': False, 'web_description': '<p>&#160;Shelagh Delaney&#8217;s sweet and bitter play, written when she was just 18, is revived by the Pearl Theater. Set in England in the late 1950s, this tale of love in its many muddled forms is directed by Austin Pendleton and&#160;stars several members of the resident acting company.</p>', 'event_name': '‘A Taste of Honey’', 'telephone': '212-563-9261', 'event_schedule_id': 36285, 'venue_website': 'pearltheatre.org', 'critic_name': 'Alexis Soloski', 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'free': False, 'street_address': 'The Pearl Theater, 555 West 42nd Street, Clinton', 'venue_name': 'The Pearl Theater', 'long_running_show': False}",OK
65,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-07T11:51:49.25Z', 'recurring_start_date': '2016-04-15T04:00:00.105Z', 'date_time_description': 'ongoing', 'long_running_show': False, 'cross_street': 'between Eighth and Ninth Avenues', 'venue_detail_url': 'http://nytimes.com/events/venues/new-world-stages-314.html', 'event_detail_url': 'http://nytimes.com/events/theater/off-broadway/one-funny-mother-31295.html', 'event_id': 31295, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 34582, 'category': 'Theater', 'subcategory': 'Off Broadway', 'geocode_longitude': '-73.98751', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>In this solo show, Dena Blizzard jokes about her children and her husband, but she never really makes her household anything other than generic. There are plenty of laughs but no overarching theme or point. It&#8217;s a show aimed at parents, especially young mothers, who want to foster the idea that raising children is an impossibly demanding task (1:30).</p>', 'event_name': '‘One Funny Mother’', 'neighborhood': 'Clinton', 'telephone': '212-239-6200', 'postal_code': '10019', 'venue_website': 'onefunnymother.com', 'critic_name': 'Neil Genzlinger', 'recur_days': ['thu', 'sat'], 'city': 'New York', 'free': False, 'street_address': '340 West 50th Street', 'venue_name': 'New World Stages', 'geocode_latitude': '40.7629'}",OK
66,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-07T11:45:30.25Z', 'recurring_start_date': '2016-09-01T04:00:00.244Z', 'date_time_description': 'through Sept. 17', 'long_running_show': False, 'cross_street': 'near Second Avenue', 'venue_detail_url': 'http://nytimes.com/events/venues/kraine-theater-236.html', 'event_detail_url': 'http://nytimes.com/events/theater/off-off-broadway/the-jamb-32844.html', 'event_id': 32844, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 36312, 'category': 'Theater', 'subcategory': 'Off Off Broadway', 'geocode_longitude': '-73.989951', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>The two 40-year-old gay men in J. Stephen Brantley&#8217;s grungy tale try to find a middle ground between their old party days and &#8220;the whole heteronormative suburban assimilation thing.&#8221; The burned edges of David Drake&#8217;s production barely conceal a soft, chewy center (1:35).</p>', 'event_name': '‘The Jamb’', 'neighborhood': 'East Village', 'telephone': '212-777-6088', 'postal_code': '10003', 'venue_website': 'horsetrade.info', 'critic_name': 'Elisabeth Vincentelli', 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'city': 'New York', 'recurring_end_date': '2016-09-17T04:00:00.26Z', 'free': False, 'street_address': '85 East Fourth Street', 'venue_name': 'Kraine Theater', 'geocode_latitude': '40.726424'}",OK
67,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-07T11:29:16.25Z', 'recurring_start_date': '2016-09-10T04:00:00.253Z', 'date_time_description': 'through October 9', 'long_running_show': False, 'cross_street': 'near Astor Place', 'venue_detail_url': 'http://nytimes.com/events/venues/public-theater-345.html', 'event_detail_url': 'http://nytimes.com/events/theater/off-broadway/what-did-you-expect-32842.html', 'event_id': 32842, 'previews_and_openings': True, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 36382, 'category': 'Theater', 'subcategory': 'Off Broadway', 'geocode_longitude': '-73.992028', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>(previews start on Saturday; opens on Sept. 16) The second play in Richard Nelson&#8217;s &#8220;The Gabriels: Election Year in the Life of One Family&#8221; centers on a family in Rhinebeck, N.Y., confronting politics and culture around the dinner table. As an actual meal is prepared, the characters, played by Meg Gibson, Lynn Hawley, Roberta Maxwell, Maryann Plunkett, Jay O. Sanders and Amy Warren, discuss the coming presidential election.</p>', 'event_name': '‘What Did You Expect?’', 'neighborhood': 'East Village', 'telephone': '212-967-7555', 'postal_code': '10003', 'venue_website': 'publictheater.org', 'critic_name': 'Alexis Soloski', 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'city': 'New York', 'recurring_end_date': '2016-10-09T04:00:00.282Z', 'free': False, 'street_address': '425 Lafayette Street', 'venue_name': 'Public Theater', 'geocode_latitude': '40.729137'}",OK
68,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-07T11:21:58.25Z', 'recurring_start_date': '2016-08-24T04:00:00.236Z', 'date_time_description': 'through September 26', 'long_running_show': False, 'cross_street': 'between Broadway and Church Street', 'venue_detail_url': 'http://nytimes.com/events/venues/flea-theater-153.html', 'event_detail_url': 'http://nytimes.com/events/theater/off-broadway/the-trojan-women-32561.html', 'event_id': 32561, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 36075, 'category': 'Theater', 'subcategory': 'Off Broadway', 'geocode_longitude': '-74.004419', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>The men of Troy have been slaughtered, and the women are left to endure the aftermath in Ellen McLaughlin&#8217;s lucid adaptation of Euripides&#8217; ancient lament on war. But the primary impression left by Anne Cecelia Haney&#8217;s anesthetized production is that the depth of the characters&#8217; suffering is foreign to the actors here (1:15).</p>', 'event_name': '‘The Trojan Women’', 'neighborhood': 'TriBeCa', 'telephone': '212-352-3101', 'postal_code': '10013', 'venue_website': 'theflea.org', 'critic_name': 'Laura Collins-Hughes', 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'city': 'New York', 'recurring_end_date': '2016-09-26T04:00:00.269Z', 'free': False, 'street_address': '41 White Street', 'venue_name': 'Flea Theater', 'geocode_latitude': '40.718566'}",OK
69,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-07T11:00:23.25Z', 'recurring_start_date': '2016-09-06T04:00:00.249Z', 'date_time_description': 'through Oct. 2', 'long_running_show': False, 'cross_street': 'between Central Park West and Columbus Avenue', 'venue_detail_url': 'http://nytimes.com/events/venues/bard-graduate-center-501.html', 'event_detail_url': 'http://nytimes.com/events/art/galleries-other/artek-and-the-aaltos-creating-a-modern-world-32840.html', 'event_id': 32840, 'previews_and_openings': False, 'times_pick': True, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 36388, 'category': 'Art', 'subcategory': 'Galleries: Other', 'geocode_longitude': '-73.970606', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>Reflecting much new research, this exhibition revises the achievement of the Finnish architect and designer Alvar Aalto to include the essential contributions his wife, Aino Marsio-Aalto, and of Artek, the progressive company that did so much more than simply distribute their designs worldwide. Its finely wrought presentation of objects, furnishings, drawings, photographs and archival material forms a moving, unusually comprehensive look at the art, business and collaborative nature of design.</p>', 'event_name': '‘Artek and the Aaltos: Creating a Modern World’', 'neighborhood': 'Upper West Side', 'telephone': '212-501-3011', 'postal_code': '10024', 'venue_website': 'bgc.bard.edu', 'critic_name': 'Roberta Smith', 'recur_days': ['tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'city': 'New York', 'recurring_end_date': '2016-10-02T04:00:00.275Z', 'free': False, 'street_address': '18 West 86th Street', 'venue_name': 'Bard Graduate Center', 'geocode_latitude': '40.78551'}",OK
70,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-07T10:56:08.25Z', 'recurring_start_date': '2016-07-19T04:00:00.2Z', 'date_time_description': 'through Sept. 12', 'long_running_show': False, 'cross_street': 'at East 82nd Street', 'venue_detail_url': 'http://nytimes.com/events/venues/metropolitan-museum-of-art-279.html', 'event_detail_url': 'http://nytimes.com/events/art/museums/metropolitan-museum-of-art-divine-pleasures-painting-from-indias-rajput-courts-the-kronos-collections-32311.html', 'event_id': 32311, 'previews_and_openings': False, 'times_pick': False, 'last_chance': True, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 35797, 'category': 'Art', 'subcategory': 'Museums', 'geocode_longitude': '-73.961858', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>Compared with the exacting refinement of Muslim artists in Mughal-era India, Hindu painters &#8212; the subject of this ravishing exhibition, which celebrates a gift to the Met &#8212; favored bold color and boisterous figuration. Half of the art here comes from Rajasthan, in the northwest of the subcontinent, where artists at the courts of Hindu principalities created loose-leaf albums depicting pining lovers alone in the forest, musical instruments at their sides. (These ragamala, or &#8220;garlands of ragas,&#8221; were an early experiment in multimedia: Each painting was associated with a musical mode, which was in turn associated with a poetic source.) The other half comes from the Punjab hills, south of the Himalayas, where erotic paintings had a divine tinge. One ardent, exquisite painting from the late 18th century shows Krishna and his companion Lakshmi making love in a dense copse of flowering trees, her bare breasts pressed against his blue torso.</p>', 'event_name': 'Metropolitan Museum of Art: ‘Divine Pleasures: Painting from India’s Rajput Courts — The Kronos Collections’', 'neighborhood': 'Upper East Side', 'telephone': '212-535-7710', 'postal_code': '10028', 'venue_website': 'metmuseum.org', 'critic_name': 'Jason Farago', 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'city': 'New York', 'recurring_end_date': '2016-09-12T04:00:00.255Z', 'free': False, 'street_address': 'Fifth Avenue', 'venue_name': 'Metropolitan Museum of Art', 'geocode_latitude': '40.779574'}",OK
71,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-07T08:31:58.25Z', 'recurring_start_date': '2016-09-13T04:00:00.256Z', 'date_time_description': 'Sept. 13-15 at 7:30 p.m.', 'recurring_end_date': '2016-09-15T04:00:00.258Z', 'cross_street': 'Broadway at West 65th Street', 'venue_detail_url': 'http://nytimes.com/events/venues/david-geffen-hall-lincoln-center-1002.html', 'geocode_latitude': '40.772578', 'event_detail_url': 'http://nytimes.com/events/classical/classical-music/new-york-philharmonic-32838.html', 'event_id': 32838, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'category': 'Classical', 'kid_friendly': False, 'long_running_show': False, 'subcategory': 'Classical Music', 'geocode_longitude': '-73.983252', 'festival': False, 'web_description': '<p>Hometown pride is the theme of the Philharmonic&#8217;s coming season. It will also color this installment of the Art of the Score festival, with two landmark New York movies shown with live orchestral accompaniment conducted by David Newman. &#8220;West Side Story,&#8221;&#160;with music by the Philharmonic&#8217;s own Leonard Bernstein,&#160;will open the festivities on Tuesday, with screenings through Thursday. (Woody Allen&#8217;s &#8220;Manhattan,&#8221; with a typically omnivorous score, will follow on Sept. 16 and 17.)</p>', 'event_name': 'New York Philharmonic', 'neighborhood': 'Upper West Side', 'telephone': '212-875-5656', 'postal_code': '10023', 'venue_website': 'nyphil.org', 'critic_name': 'Corinna da Fonseca-Wollheim', 'recur_days': ['tue', 'wed', 'thu'], 'city': 'New York', 'free': False, 'street_address': '10 Lincoln Center Plaza', 'venue_name': 'David Geffen Hall, Lincoln Center', 'event_schedule_id': 36401}",OK
72,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-07T08:16:40.25Z', 'date_time_description': 'Sept. 15 at 8 p.m.', 'long_running_show': False, 'cross_street': 'at 116th Street', 'venue_detail_url': 'http://nytimes.com/events/venues/miller-theater-286.html', 'event_detail_url': 'http://nytimes.com/events/classical/classical-music/steve-reich-32837.html', 'event_id': 32837, 'previews_and_openings': False, 'times_pick': True, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 36402, 'category': 'Classical', 'subcategory': 'Classical Music', 'geocode_longitude': '-73.964136', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>This immeasurably influential and consistently engaging composer turns 80 next month. Among the celebrations honoring the event is this opening concert of the Miller Theater&#8217;s new season, which features Brad Lubman conducting the Ensemble Signal in two important works, the &#8220;Daniel Variations,&#8221; written in memory of the journalist Daniel Pearl, who was killed in Pakistan in 2002, and &#8220;You Are (Variations),&#8221; dating from 2004.</p>', 'event_date_list': ['2016-09-15'], 'event_name': 'Steve Reich', 'neighborhood': 'Morningside Heights', 'telephone': '212-854-7799', 'postal_code': '10027', 'venue_website': 'millertheatre.com', 'critic_name': 'Corinna da Fonseca-Wollheim', 'city': 'New York', 'free': False, 'street_address': '2960 Broadway', 'venue_name': 'Miller Theater', 'geocode_latitude': '40.806923'}",OK
73,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-07T06:14:33.25Z', 'date_time_description': 'Sept. 13-14 at 7 p.m.', 'cross_street': 'at Washington Street', 'venue_detail_url': 'http://nytimes.com/events/venues/martha-graham-studio-theater-839.html', 'event_detail_url': 'http://nytimes.com/events/dance/martha-graham-dance-company-32835.html', 'event_id': 32835, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'category': 'Dance', 'kid_friendly': False, 'event_schedule_id': 36350, 'long_running_show': False, 'geocode_longitude': '-74.008554', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>The GrahamDeconstructed series takes audiences behind the scenes of classic works by Ms. Graham, the&#160;modern dance pioneer, pairing brief performances with context and conversation in the company&#8217;s home studio. This iteration zooms in on &#8220;Dark Meadow,&#8221; an abstract work from 1946 that explores the psychology of questioning with three principal dancers (one called She Who Seeks, another called He Who Summons) and a chorus of nine, referred to as They Who Dance Together. Archival footage accompanies the presentation.</p>', 'event_date_list': ['2016-09-13', '2016-09-14'], 'event_name': 'Martha Graham Dance Company', 'neighborhood': 'West Village', 'telephone': '212-229-9200', 'postal_code': '10014', 'venue_website': 'marthagraham.org', 'critic_name': 'Brian Schaefer', 'city': 'New York', 'free': False, 'street_address': '55 Bethune Street', 'venue_name': 'Martha Graham Studio Theater', 'geocode_latitude': '40.736806'}",OK
74,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-07T05:10:33.25Z', 'recurring_start_date': '2016-09-14T04:00:00.257Z', 'date_time_description': 'Sept. 14-17 at 7:30 p.m.', 'long_running_show': False, 'cross_street': 'near Lafayette Avenue', 'venue_detail_url': 'http://nytimes.com/events/venues/fishman-space-bam-fisher-692.html', 'event_detail_url': 'http://nytimes.com/events/dance/nora-chipaumire-32832.html', 'event_id': 32832, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 36351, 'category': 'Dance', 'geocode_longitude': '-73.977822', 'festival': False, 'borough': 'Brooklyn', 'web_description': '<p>The fact that Nora Chipaumire&#8217;s new work, &#8220;Portrait of Myself as My Father&#8221; &#8212; its title often rendered with the word &#8220;Father&#8221; crossed out &#8212; is set in a boxing ring says plenty about her combative approach to the subject matter. With the Senegalese dancer Pape Ibrahima Ndiaye and the Jamaican-born dancer Shamar Watt, Ms. Chipaumire, who was born in Zimbabwe and is based in Brooklyn, confronts the concept of African masculinity as well as her relationship with her estranged father. Donning boxing gloves, football pads and West African amulets, Ms. Chipaumire delivers the one-two punch that characterizes much of her work.</p>', 'event_name': 'Nora Chipaumire', 'neighborhood': 'Fort Greene', 'telephone': '718-636-4100', 'postal_code': '11217', 'venue_website': 'bam.org', 'critic_name': 'Brian Schaefer', 'recur_days': ['wed', 'thu', 'fri', 'sat'], 'city': 'Brooklyn', 'recurring_end_date': '2016-09-17T04:00:00.26Z', 'free': False, 'street_address': '321 Ashland Place', 'venue_name': 'Fishman Space, BAM Fisher', 'geocode_latitude': '40.68603'}",OK
75,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-07T05:00:20.25Z', 'date_time_description': 'Sept. 15 at 7 p.m.', 'cross_street': 'Prospect Park, at Washington Avenue', 'venue_detail_url': 'http://nytimes.com/events/venues/brooklyn-museum-77.html', 'event_detail_url': 'http://nytimes.com/events/dance/brooklyn-beat-festival-32831.html', 'event_id': 32831, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 36352, 'category': 'Dance', 'geocode_longitude': '-73.963287', 'festival': False, 'borough': 'Brooklyn', 'web_description': '<p>This annual festival, now in its fifth year, is a celebration of the borough&#8217;s homegrown artistic talent. Pop-up performances are sprinkled throughout the various neighborhoods, often surprising workers on a lunch break or commuters heading home. The dance offerings, chosen by the artistic duo Leimay, include the Flex Program, a collective of young practitioners of that dynamic street dance form; Jamila Youngstedt, who dances with the Cyr wheel; and Thea Little and Niki Singleton, who choreograph around sculptures. Each appears at the free opening night event at the Brooklyn Museum on Thursday at 7 p.m.</p>', 'event_date_list': ['2016-09-15'], 'event_name': 'Brooklyn Beat Festival', 'neighborhood': 'Prospect Heights', 'long_running_show': False, 'postal_code': '11238', 'venue_website': 'beatbrooklyn.com', 'critic_name': 'Brian Schaefer', 'city': 'Brooklyn', 'free': False, 'street_address': '200 Eastern Parkway', 'venue_name': 'Brooklyn Museum', 'geocode_latitude': '40.671647'}",OK
76,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-07T05:00:20.25Z', 'event_date_list': ['2016-09-15'], 'recurring_end_date': '2016-09-23T04:00:00.266Z', 'state': 'NY', 'event_id': 32831, 'event_detail_url': 'http://nytimes.com/events/dance/brooklyn-beat-festival-32831.html', 'times_pick': False, 'date_time_description': 'Sept. 15-23 at various times', 'recurring_start_date': '2016-09-15T04:00:00.258Z', 'kid_friendly': False, 'category': 'Dance', 'previews_and_openings': False, 'festival': False, 'web_description': '<p>This annual festival, now in its fifth year, is a celebration of the borough&#8217;s homegrown artistic talent. Pop-up performances are sprinkled throughout the various neighborhoods, often surprising workers on a lunch break or commuters heading home. The dance offerings, chosen by the artistic duo Leimay, include the Flex Program, a collective of young practitioners of that dynamic street dance form; Jamila Youngstedt, who dances with the Cyr wheel; and Thea Little and Niki Singleton, who choreograph around sculptures. Each appears at the free opening night event at the Brooklyn Museum on Thursday at 7 p.m.</p>', 'event_name': 'Brooklyn Beat Festival', 'event_schedule_id': 36353, 'venue_website': 'beatbrooklyn.com', 'critic_name': 'Brian Schaefer', 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'city': 'New York', 'free': False, 'last_chance': False, 'long_running_show': False}",OK
77,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-06T15:20:09.249Z', 'date_time_description': 'Sept. 13 at 8 p.m.', 'long_running_show': False, 'cross_street': 'between Third and Fourth Avenues', 'venue_detail_url': 'http://nytimes.com/events/venues/webster-hall-429.html', 'event_detail_url': 'http://nytimes.com/events/pop/peaches-32790.html', 'event_id': 32790, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 36332, 'category': 'Pop', 'geocode_longitude': '-73.989291', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>Few musical provocateurs have more brazenly challenged audiences&#8217; ideas of gender, sexuality and even time than Merrill Nisker, who performs as Peaches. Her music, which melds elements of rap, electronica, dance and a generous dose of sex positivity, is anything but subdued (one past song title is &#8220;Tent in Your Pants&#8221;) and&#160;makes for dazzling performances. Still, Peaches has described feeling as if she is reintroducing herself with each new album. At Webster Hall, the second of two New York performances, she will need no introduction. With Cakes Da Killa.</p>', 'event_date_list': ['2016-09-13'], 'event_name': 'Peaches', 'neighborhood': 'East Village', 'telephone': '212-353-1600', 'postal_code': '10003', 'venue_website': 'websterhall.com/events', 'critic_name': 'Paula Mejia', 'city': 'New York', 'free': False, 'street_address': '125 East 11th Street', 'venue_name': 'Webster Hall', 'geocode_latitude': '40.731687'}",OK
78,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-06T08:52:55.249Z', 'date_time_description': 'Sept. 14 at 7:30 p.m.', 'long_running_show': False, 'cross_street': 'between Broadway and Amsterdam Avenue', 'venue_detail_url': 'http://nytimes.com/events/venues/paul-recital-hall-lincoln-center-223.html', 'event_detail_url': 'http://nytimes.com/events/classical/classical-music/paul-jacobs-32803.html', 'event_id': 32803, 'previews_and_openings': False, 'times_pick': True, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 36319, 'category': 'Classical', 'subcategory': 'Classical Music', 'geocode_longitude': '-73.983994', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>One of the finest organists in the land is on home turf at Juilliard, where he teaches, for a recital of 19th-century Germanic staples. Brahms&#8217;s late, reflective Choral Preludes, Op. 122, are ensconced between Liszt&#8217;s towering Fantasia and Fugue on &#8220;Ad Nos, Ad Salutarem Undam,&#8221; and Julius Reubke&#8217;s vast Sonata in C minor.</p>', 'event_date_list': ['2016-09-14'], 'event_name': 'Paul Jacobs', 'neighborhood': 'Upper West Side', 'telephone': '212-769-7406', 'postal_code': '10023', 'venue_website': 'events.juilliard.edu', 'critic_name': 'David Allen', 'city': 'New York', 'free': False, 'street_address': '155 West 65th Street', 'venue_name': 'Paul Recital Hall, Lincoln Center', 'geocode_latitude': '40.773374'}",OK
79,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-06T08:31:29.249Z', 'date_time_description': 'Sept. 15 at 7 p.m. ', 'long_running_show': False, 'cross_street': 'at West 50th Street', 'venue_detail_url': 'http://nytimes.com/events/venues/radio-city-music-hall-351.html', 'event_detail_url': 'http://nytimes.com/events/pop/tony-bennett-celebrates-90-32802.html', 'event_id': 32802, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 36323, 'category': 'Pop', 'geocode_longitude': '-73.980024', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>Tony Bennett, whose life began in the Jazz Age, has witnessed the birth of rock &#8217;n&#8217; roll, the fall of disco and hip-hop&#8217;s fast climb to pop cultural primacy. Yet if the title of his coming book, &#8220;Just Getting Started,&#8221; is any indication,&#160;Mr. Bennett has no intention of slowing down. He will mark his recent 90th birthday with the help of famous friends and heavyweights, including Stevie Wonder and Lady Gaga, who will treat audiences to solo, duet and medley performances at Radio City Music Hall. With Andrea Bocelli, Michael Bubl&#233;, K.D. Lang, Diana Krall and more.</p>', 'event_date_list': ['2016-09-15'], 'event_name': 'Tony Bennett Celebrates 90', 'neighborhood': 'Midtown', 'telephone': '866-858-0008', 'postal_code': '10020', 'venue_website': 'radiocity.com', 'critic_name': 'Paula Mejia', 'city': 'New York', 'free': False, 'street_address': '1260 Avenue of the Americas', 'venue_name': 'Radio City Music Hall', 'geocode_latitude': '40.760114'}",OK
80,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-06T08:12:39.249Z', 'date_time_description': 'Sept. 15 at 9 p.m. ', 'long_running_show': False, 'cross_street': 'between Wythe and Kent Avenues', 'venue_detail_url': 'http://nytimes.com/events/venues/music-hall-of-williamsburg-300.html', 'event_detail_url': 'http://nytimes.com/events/pop/cymbals-eat-guitars-32800.html', 'event_id': 32800, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 36324, 'category': 'Pop', 'geocode_longitude': '-73.961711', 'festival': False, 'borough': 'Brooklyn', 'web_description': '<p>Rock bands extract chords from personal and political chaos for their art. It&#8217;s a fraught arrangement at best, one that has led many great musicians, including those in the indie rock band Cymbals Eat Guitars, to contemplate abandoning the dream altogether. Indeed, the group&#8217;s vocalist and guitarist, Joseph D&#8217;Agostino, briefly enrolled in cosmetology school after several members departed after their 2011 album, &#8220;Lenses Alien.&#8221; Luckily they kept on, imbuing &#8220;Lose,&#8221;&#160;the group&#8217;s gripping 2014 album, with their struggles. Expect to hear cuts from their new album &#8220;Pretty Years,&#8221; out next week, which radiates with big choruses. With Wildhoney and Field Mouse.</p>', 'event_date_list': ['2016-09-15'], 'event_name': 'Cymbals Eat Guitars', 'neighborhood': 'Williamsburg', 'telephone': '718-486-5400', 'postal_code': '11211', 'venue_website': 'musichallofwilliamsburg.com', 'critic_name': 'Paula Mejia', 'city': 'Brooklyn', 'free': False, 'street_address': '66 North Sixth Street', 'venue_name': 'Music Hall of Williamsburg', 'geocode_latitude': '40.71929'}",OK
81,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-09-06T07:45:32.249Z', 'date_time_description': 'Sept. 14 at 8 p.m.', 'long_running_show': False, 'cross_street': 'at West 57th Street', 'venue_detail_url': 'http://nytimes.com/events/venues/stern-auditorium-carnegie-hall-203.html', 'event_detail_url': 'http://nytimes.com/events/pop/glen-hansard-32798.html', 'event_id': 32798, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 36326, 'category': 'Pop', 'geocode_longitude': '-73.9799', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>The Irish singer-songwriter Glen Hansard, known for his roles in the indie folk band the Frames, which he formed, and the film &#8220;Once,&#8221; spins narrative songs that unspool as if they had been carefully aged for decades. But Mr. Hansard doesn&#8217;t have it all figured out; in fact, he often relies on life&#8217;s unpredictability for inspiration. &#8220;I would say 99 percent of the time, the song either wakes you up in a dream, or comes to you whilst you&#8217;re on a bus or whilst you&#8217;re walking,&#8221; he recently told The Au Review. &#8220;It usually comes when you&#8217;ve got nothing to document it.&#8221;</p>', 'event_date_list': ['2016-09-14'], 'event_name': 'Glen Hansard', 'neighborhood': 'Midtown', 'telephone': '212-247-7800', 'postal_code': '10019', 'venue_website': 'carnegiehall.org', 'critic_name': 'Paula Mejia', 'city': 'New York', 'free': False, 'street_address': '881 Seventh Avenue', 'venue_name': 'Stern Auditorium, Carnegie Hall', 'geocode_latitude': '40.765016'}",OK
